timestamp,open,high,low,close,volume,turnover
2026-01-26T14:30:00,87843.0,87858.9,87842.0,87842.1,18.022,1583208.7544
2026-01-26T14:31:00,87842.1,87861.9,87841.3,87841.4,3.164,277971.0207
2026-01-26T14:32:00,87841.4,87841.4,87796.0,87796.1,25.953,2279248.3852
2026-01-26T14:33:00,87796.1,87810.7,87784.0,87799.0,14.652,1286393.7526
2026-01-26T14:34:00,87799.0,87815.9,87784.0,87793.4,7.507,659102.5592
2026-01-26T14:35:00,87793.4,87803.5,87793.4,87803.4,7.516,659906.5826
2026-01-26T14:36:00,87803.4,87826.5,87792.0,87826.4,12.078,1060558.4836
2026-01-26T14:37:00,87826.4,87829.9,87824.0,87824.1,4.293,377040.5944
2026-01-26T14:38:00,87824.1,87824.1,87770.0,87780.4,44.293,3888533.717
2026-01-26T14:39:00,87780.4,87780.4,87738.7,87742.5,31.176,2736127.6027
2026-01-26T14:40:00,87742.5,87768.1,87732.1,87768.1,29.869,2621019.1827
2026-01-26T14:41:00,87768.1,87768.1,87707.2,87720.4,19.648,1723739.7093
2026-01-26T14:42:00,87720.4,87720.4,87684.0,87697.1,47.085,4129370.5464
2026-01-26T14:43:00,87697.1,87732.0,87692.2,87727.2,13.741,1205346.9252
2026-01-26T14:44:00,87727.2,87730.0,87720.5,87720.5,4.485,393456.6619
2026-01-26T14:45:00,87720.5,87740.1,87717.8,87740.0,9.495,833015.8393
2026-01-26T14:46:00,87740.0,87740.1,87720.0,87738.7,8.105,711042.7497
2026-01-26T14:47:00,87738.7,87738.8,87734.3,87738.8,1.212,106338.4679
2026-01-26T14:48:00,87738.8,87747.0,87728.4,87736.1,18.594,1631435.5306
2026-01-26T14:49:00,87736.1,87742.6,87736.1,87742.5,3.671,322090.8782
2026-01-26T14:50:00,87742.5,87742.6,87738.5,87740.9,4.827,423527.2082
2026-01-26T14:51:00,87740.9,87744.8,87740.9,87744.6,3.458,303420.3207
2026-01-26T14:52:00,87744.6,87767.3,87735.9,87760.0,22.047,1934651.1744
2026-01-26T14:53:00,87760.0,87784.1,87756.5,87784.0,12.861,1128727.777
2026-01-26T14:54:00,87784.0,87800.0,87775.9,87775.9,11.238,986562.7399
2026-01-26T14:55:00,87775.9,87794.7,87767.1,87767.1,5.99,525834.9299
2026-01-26T14:56:00,87767.1,87767.1,87750.0,87750.0,6.29,552009.7119
2026-01-26T14:57:00,87750.0,87767.2,87731.7,87759.0,15.707,1378162.717
2026-01-26T14:58:00,87759.0,87759.4,87755.3,87759.4,4.62,405441.4078
2026-01-26T14:59:00,87759.4,87763.8,87759.3,87759.3,3.703,324983.1647
2026-01-26T15:00:00,87759.3,87785.3,87743.2,87772.7,10.642,933936.504
2026-01-26T15:01:00,87772.7,87819.3,87772.7,87809.4,13.496,1184877.0427
2026-01-26T15:02:00,87809.4,87829.1,87775.3,87775.3,11.784,1034785.7432
2026-01-26T15:03:00,87775.3,87779.3,87731.9,87740.0,11.49,1008310.5612
2026-01-26T15:04:00,87740.0,87751.8,87678.0,87721.7,30.969,2716300.3599
2026-01-26T15:05:00,87721.7,87735.4,87677.3,87735.4,54.029,4738230.6963
