timestamp,open,high,low,close,volume,turnover
2026-01-20T23:13:00,89680.0,89690.0,89670.1,89670.1,2603.0,0.02902578
2026-01-20T23:14:00,89670.1,89670.1,89632.9,89669.3,1190.0,0.01327361
2026-01-20T23:15:00,89669.3,89672.0,89636.0,89659.0,143571.0,1.60117112
2026-01-20T23:16:00,89659.0,89659.0,89620.0,89620.0,1285.0,0.01433487
2026-01-20T23:17:00,89620.0,89620.0,89585.3,89604.0,3703.0,0.04132883
2026-01-20T23:18:00,89604.0,89630.0,89600.5,89625.9,1779.0,0.01985182
2026-01-20T23:19:00,89625.9,89625.9,89560.0,89560.0,1052.0,0.01174381
2026-01-20T23:20:00,89560.0,89568.0,89530.0,89530.0,3153.0,0.03520832
2026-01-20T23:21:00,89530.0,89530.0,89490.1,89515.9,66849.0,0.74690902
2026-01-20T23:22:00,89515.9,89540.0,89515.9,89526.6,10863.0,0.12133871
2026-01-20T23:23:00,89526.6,89526.6,89510.1,89510.1,1219.0,0.01361787
2026-01-20T23:24:00,89510.1,89521.2,89500.4,89521.2,946.0,0.01056933
2026-01-20T23:25:00,89521.2,89534.9,89521.2,89534.8,4031.0,0.04502278
2026-01-20T23:26:00,89534.8,89534.8,89480.1,89480.1,5617.0,0.06275345
2026-01-20T23:27:00,89480.1,89530.0,89480.1,89530.0,10353.0,0.11568016
2026-01-20T23:28:00,89530.0,89530.0,89480.0,89480.1,344.0,0.00384377
2026-01-20T23:29:00,89480.1,89490.0,89437.6,89489.9,25963.0,0.29018263
2026-01-20T23:30:00,89489.9,89489.9,89450.1,89450.1,1272.0,0.01421765
2026-01-20T23:31:00,89450.1,89455.3,89440.1,89441.0,3453.0,0.0386031
2026-01-20T23:32:00,89441.0,89469.9,89441.0,89466.0,610.0,0.00681841
2026-01-20T23:33:00,89466.0,89466.0,89370.1,89378.6,315717.0,3.53074571
2026-01-20T23:34:00,89378.6,89378.6,89327.6,89330.2,4363.0,0.04883769
2026-01-20T23:35:00,89330.2,89389.9,89330.2,89361.6,510984.0,5.71832636
